mdate,st_unemp,emp,unemp,v_jolts,urate,AHETPI,wages,alp,gdp,v_hwi,v_hwi_rate,year,month,st_unemp_adj,frate,srate,theta_jolts,theta_hwi
1967m11,1680,75125,3066,,.039000001,2.9100001,,,,3368.184252800431,4.307636752056414,1967,11,1680,.5427267,.029522005,,1.0985597
1967m12,1616,75473,3018,,.037999999,2.9200001,,,,3395.618352662715,4.32612446352157,1967,12,1616,.52948976,.0262741,,1.1251221
1968m1,1458,74700,2878,,.037,2.9400001,61.056,40.596001,5057.5532,3470.860010714269,4.474026155242813,1968,1,1458,.55142462,.031605627,,1.2059972
1968m2,1710,75229,3001,,.037999999,2.95,,,,3427.715977850497,4.381587597917036,1968,2,1710,.59146953,.031162014,,1.1421913
1968m3,1651,75379,2877,,.037,2.97,,,,3501.193908046815,4.474026155242812,1968,3,1651,.55752522,.026413493,,1.21696
1968m4,1436,75561,2709,,.035,2.99,61.451,40.977001,5142.0332,3559.701597923352,4.547977000029836,1968,4,1436,.5669989,.028943747,,1.3140279
1968m5,1567,76107,2740,,.035,3,,,,3571.366419354593,4.52948928856468,1968,5,1567,.56824815,.032211784,,1.3034184
1968m6,1755,76182,2938,,.037,3.01,,,,3569.104448650576,4.511001578173124,1968,6,1755,.57930565,.030434808,,1.2148075
1968m7,1647,76087,2883,,.037,3.03,61.618,40.993,5181.8589,3664.536165643726,4.640415557355611,1968,7,1647,.61047518,.031118535,,1.2710843
1968m8,1645,76043,2768,,.035,3.04,,,,3730.009656321549,4.732854114681389,1968,8,1645,.58381504,.02848893,,1.3475468
1968m9,1534,76172,2686,,.034000002,3.0699999,,,,3805.129294444792,4.825292670933567,1968,9,1534,.55994046,.027476881,,1.4166528
1968m10,1507,76224,2689,,.034000002,3.0799999,62.073002,40.895,5202.2119,3997.44290529707,5.065632918906986,1968,10,1507,.58274454,.029492114,,1.4865909
1968m11,1593,76494,2715,,.034000002,3.0999999,,,,3997.7932473626,5.047145207441831,1968,11,1593,.57348067,.027987493,,1.4724838
1968m12,1527,76778,2685,,.034000002,3.1099999,,,,3937.158546234834,4.954706651189653,1968,12,1527,.56648046,.028238432,,1.4663533
1969m1,1554,76805,2718,,.034000002,3.1199999,62.160999,41.220001,5283.5972,4101.85318004458,5.158071476232762,1969,1,1554,.54010302,.025720745,,1.5091439
1969m2,1442,77327,2692,,.034000002,3.1400001,,,,4097.849850892089,5.121096053302452,1969,2,1442,.58803862,.029363615,,1.5222325
1969m3,1603,77367,2712,,.034000002,3.1600001,,,,4130.532057452434,5.158071476232763,1969,3,1603,.57300884,.028984975,,1.5230576
1969m4,1600,77523,2758,,.034000002,3.1800001,62.183998,40.882,5299.625,4170.635601117107,5.195046899163074,1969,4,1600,.61421317,.030698959,,1.5121957
1969m5,1649,77412,2713,,.034000002,3.1900001,,,,4177.344606765869,5.21353461062823,1969,5,1649,.57537782,.030176949,,1.5397511
1969m6,1664,77880,2816,,.035,3.21,,,,4028.087766531846,4.991682074119963,1969,6,1664,.58025569,.030496605,,1.4304289
1969m7,1686,77959,2868,,.035,3.22,62.431999,40.924,5334.6001,4004.740744957061,4.954706651189653,1969,7,1686,.57496512,.02947046,,1.3963531
1969m8,1637,78250,2856,,.035,3.24,,,,3928.596516948306,4.84378038239872,1969,8,1637,.52836132,.029403662,,1.375559
1969m9,1693,78250,3040,,.037,3.26,,,,4162.938981729562,5.121096053302451,1969,9,1693,.59375,.032970112,,1.3693879
1969m10,1814,78445,3049,,.037,3.28,62.669998,40.719002,5308.5562,4098.05413977123,5.028657495976674,1969,10,1814,.58150214,.028398352,,1.344065
1969m11,1580,78541,2856,,.035,3.3,,,,4002.885687866255,4.91773122825934,1969,11,1580,.54516804,.027742781,,1.4015707
1969m12,1585,78740,2884,,.035,3.3099999,,,,3863.144842567535,4.732854114681386,1969,12,1585,.51421636,.030771703,,1.3395092
1970m1,1800,78780,3201,,.039000001,3.3099999,62.792999,40.845001,5300.6519,3698.164203802106,4.511001578173121,1970,1,1800,.53045923,.033687361,,1.1553153
1970m2,1950,78698,3453,,.041999999,3.3299999,,,,3660.269386947781,4.455538443777655,1970,2,1950,.52012742,.033967867,,1.0600259
1970m3,1978,78863,3635,,.044,3.3599999,,,,3462.202215370053,4.196710484339079,1970,3,1978,.54387897,.037253752,,.95246279
1970m4,2139,78930,3797,,.046,3.3599999,62.902,41.442001,5308.1641,3364.752378932737,4.067296504082992,1970,4,2139,.52330786,.036188826,,.88616073
1970m5,2109,78564,3919,,.048,3.3699999,,,,3156.588328726858,3.826956256109571,1970,5,2109,.49706557,.035570148,,.80545759
1970m6,2100,78413,4071,,.049000002,3.4000001,,,,3095.62898347529,3.753005411322548,1970,6,2100,.49815771,.036208022,,.76040995
1970m7,2132,78726,4175,,.050000001,3.4100001,63.264999,42.091999,5357.0771,2988.667034586679,3.605103719601306,1970,7,2132,.50323355,.037035014,,.71584839
1970m8,2182,78624,4256,,.050999999,3.4400001,,,,2957.264732280921,3.568128296670996,1970,8,2182,.47814849,.037357699,,.69484603
1970m9,2235,78498,4456,,.054000001,3.45,,,,2929.23255577344,3.531152874814283,1970,9,2235,.50516158,.040667512,,.65736818
1970m10,2386,78685,4591,,.055,3.45,62.966999,41.706001,5299.6719,2725.061296528274,3.272324915375707,1970,10,2386,.44238728,.038152505,,.59356594
1970m11,2338,78650,4898,,.059,3.47,,,,2718.515907123188,3.253837203910552,1970,11,2338,.44732544,.038798586,,.5550257
1970m12,2369,78594,5076,,.061000001,3.5,,,,2722.485588511958,3.253837203910551,1970,12,2369,.47123718,.038318262,,.53634471
1971m1,2302,78864,4986,,.059,3.53,63.731998,42.942001,5443.6191,2619.828873034268,3.124423223654464,1971,1,2302,.45346972,.035714999,,.525437
1971m2,2178,78700,4903,,.059,3.55,,,,2689.392954752911,3.216861780980242,1971,2,2178,.42015094,.034487717,,.54851985
1971m3,2144,78588,4987,,.059999999,3.5599999,,,,2688.492233454237,3.216861780980242,1971,3,2144,.4479647,.036172427,,.53910011
1971m4,2206,78987,4959,,.059,3.5799999,64.077003,43.063,5473.0591,2684.907096395134,3.198374069515086,1971,4,2206,.44202459,.036226287,,.54142106
1971m5,2229,79139,4996,,.059,3.6099999,,,,2722.061295468935,3.235349492445397,1971,5,2229,.44575661,.035446789,,.54484814
1971m6,2180,78757,4949,,.059,3.6199999,,,,2831.984235319861,3.383251183093042,1971,6,2180,.42917761,.03572778,,.57223362
1971m7,2210,79305,5035,,.059999999,3.6300001,64.318001,43.471001,5518.0718,2791.063904421823,3.30930033723242,1971,7,2210,.44448858,.037889156,,.55433244
1971m8,2337,79539,5134,,.061000001,3.6600001,,,,2817.737974473698,3.327788048697575,1971,8,2337,.46610829,.03772001,,.54883873
1971m9,2301,79689,5042,,.059999999,3.6700001,,,,2788.338446848531,3.290812626840863,1971,9,2301,.45815152,.036168791,,.55302233
1971m10,2222,79918,4954,,.058000002,3.6800001,64.286003,43.092999,5531.0322,2824.360272690606,3.327788048697575,1971,10,2222,.42329431,.036569349,,.57011712
1971m11,2304,80297,5161,,.059999999,3.7,,,,2891.258796047651,3.383251183093041,1971,11,2304,.4508816,.037302166,,.56021291
1971m12,2320,80471,5154,,.059999999,3.73,,,,2928.569031407495,3.420226606023351,1971,12,2320,.47710517,.037927728,,.56821287
1972m1,2324,80959,5019,,.058000002,3.8,65.542,43.768002,5632.6489,3067.805346911789,3.568128296670996,1972,1,2324,.4387328,.03340226,,.61123836
1972m2,2111,81108,4928,,.056999996,3.8199999,,,,3133.499211068501,3.642079142531616,1972,2,2111,.44500813,.036520112,,.63585615
1972m3,2303,81573,5038,,.058000002,3.8399999,,,,3202.478341469315,3.697542276927082,1972,3,2303,.45811829,.035443988,,.63566464
1972m4,2229,81655,4959,,.056999996,3.8599999,65.886002,44.630001,5760.4702,3234.615160554482,3.734517699857393,1972,4,2229,.44948578,.034626771,,.65227169
1972m5,2192,81887,4922,,.056999996,3.8800001,,,,3290.044461474584,3.789980833179261,1972,5,2192,.46281999,.036210511,,.66843653
1972m6,2279,82083,4923,,.056999996,3.8800001,,,,3329.681560190694,3.826956256109571,1972,6,2279,.4586634,.035536576,,.67635214
1972m7,2248,82230,4913,,.055999998,3.9000001,66.230003,44.886002,5814.854,3399.367475869885,3.900907101970192,1972,7,2248,.45980054,.036083523,,.69191277
1972m8,2285,82578,4939,,.055999998,3.9200001,,,,3527.216101531973,4.03032108222628,1972,8,2285,.49463454,.037856948,,.71415591
1972m9,2353,82543,4849,,.055,3.9400001,,,,3570.648541651837,4.085784215548147,1972,9,2353,.4794803,.037463669,,.736368
1972m10,2351,82616,4875,,.055999998,3.97,66.788002,45.264999,5912.2202,3736.44430440502,4.270661330199701,1972,10,2351,.50543588,.035488993,,.76645011
1972m11,2191,82990,4602,,.053000003,3.99,,,,3805.532696314371,4.344612174986724,1972,11,2191,.44806606,.031103693,,.82693017
1972m12,2003,83400,4543,,.051999997,4,,,,4129.696597886648,4.695878691751076,1972,12,2003,.49570769,.032441143,,.90902412
1973m1,2035,83161,4326,,.049000002,4.0300002,67.487999,46.289001,6058.5439,4237.678143149168,4.84378038239872,1973,1,2035,.49306518,.036052223,,.9795835
1973m2,2259,83912,4452,,.050000001,4.0500002,,,,4231.148653025596,4.788317248003255,1973,2,2259,.49281222,.033778455,,.95039278
1973m3,2136,84452,4394,,.049000002,4.0599999,,,,4270.653934289303,4.806804959468409,1973,3,2136,.49954483,.035670195,,.97192854
1973m4,2260,84559,4459,,.050000001,4.0900002,67.028999,46.306,6124.5059,4196.634684815026,4.714366403216233,1973,4,2260,.52769679,.035711851,,.9411605
1973m5,2223,84648,4329,,.049000002,4.0999999,,,,4244.051226725505,4.769829536538101,1973,5,2223,.52852851,.037284099,,.98037684
1973m6,2322,85185,4363,,.049000002,4.1199999,,,,4271.286953379137,4.769829536538099,1973,6,2322,.53380704,.036365777,,.97897935
1973m7,2271,85299,4305,,.048,4.1500001,66.869003,45.873001,6092.3008,4340.220973844549,4.84378038239872,1973,7,2271,.53193963,.036574434,,1.0081815
1973m8,2290,85204,4305,,.048,4.1599998,,,,4236.330389510163,4.732854114681387,1973,8,2290,.50313586,.034671798,,.98404884
1973m9,2211,85488,4350,,.048,4.1999998,,,,4202.074508869266,4.677390980285921,1973,9,2211,.52160919,.032646362,,.96599412
1973m10,2063,85987,4144,,.046,4.21,66.536003,45.587002,6150.1309,4265.768742103481,4.732854114681387,1973,10,2063,.49131274,.035273943,,1.0293844
1973m11,2288,86320,4396,,.048,4.2399998,,,,4243.142001676176,4.677390980285921,1973,11,2288,.50932664,.036246378,,.96522796
1973m12,2332,86401,4489,,.049000002,4.25,,,,4066.442372500192,4.474026155242812,1973,12,2332,.5001114,.037039358,,.90586823
1974m1,2400,86555,4644,,.050999999,4.27,66.079002,45.477001,6097.2578,4063.406505340785,4.455538443777656,1974,1,2400,.50495261,.037587762,,.87497985
1974m2,2432,86754,4731,,.051999997,4.29,,,,3974.668448286605,4.344612174986725,1974,2,2432,.53054321,.037856545,,.84013283
1974m3,2413,86819,4634,,.050999999,4.3200002,,,,3990.185739156838,4.36309988645188,1974,3,2413,.50776869,.036077611,,.8610673
1974m4,2337,86669,4618,,.050999999,4.3299999,66.028,45.341,6111.751,4117.958010666898,4.511001578173122,1974,4,2337,.51320916,.038134802,,.89171892
1974m5,2457,86891,4705,,.050999999,4.4000001,,,,4064.160988768957,4.437050732312499,1974,5,2457,.48352817,.037900016,,.86379617
1974m6,2497,86941,4927,,.054000001,4.4400001,,,,3957.339731379186,4.307636752056413,1974,6,2497,.48508221,.038357444,,.80319458
1974m7,2526,87149,5063,,.055,4.4499998,66.120003,44.875999,6053.978,3818.727006330006,4.141247349943614,1974,7,2526,.52340508,.040549014,,.75424194
1974m8,2609,87037,5022,,.055,4.4899998,,,,3727.292886396056,4.048808792617838,1974,8,2609,.45957786,.040619444,,.74219292
1974m9,2723,87051,5437,,.059,4.5300002,,,,3573.673131310407,3.863931679039883,1974,9,2723,.48501012,.041294683,,.65728766
1974m10,2723,86995,5523,,.059999999,4.5599999,65.906998,45.276001,6030.4639,3318.265398407405,3.586616008136152,1974,10,2723,.44088358,.045003023,,.6008085
1974m11,3052,86626,6140,,.066,4.5700002,,,,3069.905550837027,3.309300337232421,1974,11,3052,.4281759,.0459016,,.49998462
1974m12,3125,86144,6636,,.071999997,4.5999999,,,,2813.075374415843,3.031984667402288,1974,12,3125,.36588305,.046785746,,.4239113
1975m1,3293,85627,7501,,.081,4.6100001,66.449997,45.612,5957.0352,2651.454321725705,2.847107552750735,1975,1,3293,.39034796,.042762924,,.3534801
1975m2,2947,85256,7520,,.081,4.6399999,,,,2589.976026569326,2.791644419428868,1975,2,2947,.36369681,.045776248,,.3444117
1975m3,3193,85187,7978,,.086000003,4.6700001,,,,2514.715141428345,2.699205862103091,1975,3,3193,.33629984,.041135821,,.3152062
1975m4,2915,85189,8210,,.088,4.6700001,67.051003,46.335999,5999.6099,2521.031283145666,2.699205862103091,1975,4,2915,.34445798,.043266173,,.30706838
1975m5,3051,85451,8433,,.090000004,4.6900001,,,,2516.76542854492,2.680718150637936,1975,5,3051,.36582473,.041133784,,.29844248
1975m6,2872,85355,8220,,.088,4.7199998,,,,2698.780644493539,2.884082975681046,1975,6,2872,.36192214,.041224983,,.3283188
1975m7,2882,85894,8127,,.086000003,4.7399998,66.897003,46.903,6102.3262,2746.408316958384,2.921058398611357,1975,7,2882,.37000123,.040112246,,.33793631
1975m8,2808,86234,7928,,.083999999,4.7800002,,,,2715.710211560787,2.884082975681046,1975,8,2808,.36364782,.040791105,,.3425467
1975m9,2878,86279,7923,,.083999999,4.79,,,,2786.527020568682,2.958033821541667,1975,9,2878,.37712988,.04230836,,.35170099
1975m10,2962,86370,7897,,.083999999,4.8200002,66.764,46.953999,6184.5298,2788.449742552684,2.958033821541668,1975,10,2962,.35722426,.038312301,,.35310242
